pension_fund_name,pension_fund_state,fund_name,general_partner,asset_class,sub_strategy,vintage_year,commitment_mm,capital_called_mm,capital_distributed_mm,remaining_value_mm,net_irr,net_multiple,dpi,as_of_date,source_url,source_document,extraction_method,extraction_confidence
CalSTRS,CA,Oak Investment Partners XI,Oak Investment,Private Equity,,2004,75.0,75.021869,61.734753999999995,0.060253999999999995,-0.0245,0.8237,0.8229,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Oaktree European Principal Fund III U.S.,Oaktree,Private Equity,Distressed/Special Situations,2011,75.0,55.322196,63.090306999999996,13.702237,0.0485,1.3881,1.1404,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Olympus Growth Fund V,Olympus,Private Equity,Growth Equity,2008,75.0,69.589308,153.621284,,0.1573,2.2075,2.2075,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Olympus Growth Fund VI,Olympus,Private Equity,Growth Equity,2014,250.0,233.088485,444.52847699999995,38.897988,0.1609,2.074,1.9071,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Olympus Growth Fund VII,Olympus,Private Equity,Growth Equity,2019,350.0,375.77189899999996,375.57275699999997,391.84610699999996,0.2640,2.0422,0.9995,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Olympus Growth Fund VIII,Olympus,Private Equity,Growth Equity,2025,250.0,,,10.930007,0.0000,,,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Onex Partners I,Onex,Private Equity,,2004,100.0,95.358713,292.177762,0.480014,0.3799,3.069,3.064,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Onex Partners II,Onex,Private Equity,,2006,150.0,133.190079,241.291712,0.46046,0.1266,1.8151,1.8116,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Onex Partners III,Onex,Private Equity,,2008,175.0,160.237034,266.687507,25.579241999999997,0.1123,1.824,1.6643,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Onex Partners IV,Onex,Private Equity,,2014,200.0,217.020623,231.25547999999998,72.55460699999999,0.0692,1.3999,1.0656,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Onex Partners V,Onex,Private Equity,,2019,250.0,228.645781,38.407204,305.474691,0.1200,1.504,0.168,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,OrbiMed Private Investments IV,OrbiMed Private Investments,Private Equity,,2010,40.0,42.717841,130.403898,2.941737,0.3175,3.1215,3.0527,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,OrbiMed Private Investments IX,OrbiMed Private Investments,Private Equity,,2022,75.0,37.688956999999995,10.43498,37.009484,0.2408,1.2588,0.2769,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,OrbiMed Private Investments V,OrbiMed Private Investments,Private Equity,,2013,40.0,51.717439999999996,116.407056,10.049544,0.3816,2.4451,2.2508,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,OrbiMed Private Investments VIII,OrbiMed Private Investments,Private Equity,,2020,50.0,41.281805,12.534068,36.779925,0.0688,1.1946,0.3036,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,OrbiMed Royalty & Credit Opportunities III,OrbiMed Royalty &,Private Credit,Credit,2019,50.0,63.49534,60.251982,16.008574,0.1506,1.201,0.9489,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,OrbiMed Royalty Credit Opps IV,OrbiMed Royalty Credit Opps,Private Credit,Credit,2022,75.0,68.234445,39.437462,36.259414,0.1322,1.1094,0.578,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,OrbiMed Royalty Credit Opps V,OrbiMed Royalty Credit Opps,Private Credit,Credit,2025,75.0,,,,0.0000,,,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,PAG Asia I,PAG Asia,Private Equity,,2011,125.0,125.25043199999999,241.19286599999998,10.156729,0.1661,2.0068,1.9257,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,PAG Asia II,PAG Asia,Private Equity,,2016,150.0,150.20663299999998,146.55593199999998,99.668094,0.0951,1.6392,0.9757,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,PAG Asia III,PAG Asia,Private Equity,,2019,250.0,251.990319,79.35107099999999,248.88162499999999,0.0809,1.3026,0.3149,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Palladium Equity Partners IV,Palladium,Private Equity,,2012,90.0,100.01283,93.113027,81.121088,0.1024,1.7421,0.931,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Palladium Equity Partners V,Palladium,Private Equity,,2018,100.0,90.969776,58.216732,94.259712,0.1486,1.6761,0.64,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Paul Capital VIII-B,Paul,Private Equity,,2004,50.0,49.246837,65.60179,0.55089,0.0761,1.3433,1.3321,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Peak Rock Capital Credit Fund II,Peak Rock,Private Credit,Credit,2017,20.0,27.938868,28.698603,2.505849,0.1402,1.1169,1.0272,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Peak Rock Capital Fund,Peak Rock,Private Equity,Buyout,2013,50.0,46.249092999999995,50.116627,22.072909,0.1597,1.5609,1.0836,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Peak Rock Capital Fund II,Peak Rock,Private Equity,Buyout,2017,80.0,58.627874,104.86888499999999,17.347379,0.3456,2.0846,1.7887,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Peak Rock Capital Fund III,Peak Rock,Private Equity,Buyout,2021,200.0,149.996781,46.061617,201.135008,0.2823,1.648,0.3071,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Peak Rock Capital Fund IV,Peak Rock,Private Equity,Buyout,2025,200.0,,,,0.0000,,,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Peak Rock Real Estate Fund I,Peak Rock,Real Assets,Real Estate,2021,14.991002,16.996039,12.694438,6.476653,0.0786,1.128,0.7469,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Permira Europe II,Permira,Private Equity,Buyout,2000,352.154835,310.16927899999996,616.648199,,0.2351,1.9881,1.9881,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Permira Europe III,Permira,Private Equity,Buyout,2004,352.154835,398.115773,658.911238,0.21309799999999998,0.2415,1.6556,1.6551,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Permira Growth Opportunities I L.P.1,Permira,Private Equity,Growth Equity,2019,100.0,104.383219,26.431016999999997,110.215605,0.0800,1.3091,0.2532,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Permira Growth Opportunities II SCSP,Permira,Private Equity,Growth Equity,2022,150.0,91.400092,6.2260159999999996,86.37478399999999,0.0084,1.0131,0.0681,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Permira IV,Permira,Private Equity,Buyout,2006,821.694616,952.937868,1478.362247,212.023408,0.0901,1.7739,1.5514,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Permira V,Permira,Private Equity,Buyout,2014,264.116127,274.75498899999997,686.84471,71.601424,0.2063,2.7604,2.4998,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,"Permira VI, L.P.1",Permira,Private Equity,Buyout,2016,352.154835,326.21574899999996,345.245884,307.31037299999997,0.1487,2.0004,1.0583,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Permira VII L.P.1,Permira,Private Equity,Buyout,2020,528.232253,501.831038,85.216258,603.5817599999999,0.0880,1.3726,0.1698,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Permira VIII-2 SCSp,Permira,Private Equity,Buyout,2023,363.89333,164.363272,4.871199,201.656749,0.1737,1.2565,0.0296,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Pond Ventures III,Pond,Private Equity,Venture Capital,2006,10.0,9.108773,17.159755999999998,,0.1236,1.8839,1.8839,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Providence Equity Partners V,Providence Equity,Private Equity,Buyout,2005,350.0,319.205004,395.168169,,0.0304,1.238,1.238,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Providence Equity Partners VI,Providence Equity,Private Equity,Buyout,2007,700.0,676.085997,1004.572192,2.5203889999999998,0.0591,1.4896,1.4859,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Quadrangle Capital Partners II,Quadrangle,Private Equity,,2005,100.0,86.077968,129.556581,0.48471,0.0685,1.5107,1.5051,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,RRJ Capital Master Fund III,RRJ Capital Master,Private Equity,,2015,200.0,204.820616,187.274385,59.532855999999995,0.0735,1.205,0.9143,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,RRJ Capital Master Fund IV,RRJ Capital Master,Private Equity,,2021,150.0,115.258771,54.983429,82.13104299999999,0.1607,1.1896,0.477,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Reverence Capital PTR Op Fund V (PE Fund III),Reverence Capital PTR Op,Private Equity,,2023,50.0,35.867976999999996,1.2268759999999999,48.009465,0.2918,1.3727,0.0342,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Riverstone/Carlyle Renewable and Alternative Energy Fund II,Carlyle,Private Equity,Energy,2008,300.0,226.912175,255.084806,2.30987,0.0197,1.1343,1.1242,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Riverwood Capital Partners III,Riverwood,Private Equity,,2020,100.0,106.454611,30.477211999999998,137.516899,0.1582,1.5781,0.2863,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Riverwood Capital Partners IV,Riverwood,Private Equity,,2023,125.0,48.23798,,53.818301,0.1666,1.1157,,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Rubicon Technology Partners III,Rubicon Technology,Private Equity,,2020,100.0,98.95603,27.670517,92.821602,0.0564,1.2176,0.2796,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Rubicon Technology Partners IV,Rubicon Technology,Private Equity,,2022,100.0,48.592921999999994,0.321807,53.378375999999996,0.0707,1.1051,0.0066,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,SSG Capital Partners V,SSG,Private Equity,,2019,150.0,204.474232,219.358352,16.432963,0.1430,1.1532,1.0728,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Sankaty Credit Opportunities II,Sankaty,Private Credit,Credit,2005,75.0,75.0,96.574168,0.018882,0.0394,1.2879,1.2877,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Sankaty Credit Opportunities III,Sankaty,Private Credit,Credit,2007,300.0,300.0,353.93386599999997,0.156335,0.0242,1.1803,1.1798,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Sankaty Credit Opportunities IV,Sankaty,Private Credit,Credit,2008,250.0,237.5,351.655607,1.654262,0.1158,1.4876,1.4807,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Sapphire Emerging Ventures VII,Sapphire Emerging,Private Equity,Venture Capital,2025,125.0,9.952954,,10.794001999999999,0.1120,1.0845,,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Searchlight Capital III,Searchlight,Private Equity,,2020,150.0,152.303436,69.702642,197.00476799999998,0.2290,1.7512,0.4577,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Searchlight Capital IV,Searchlight,Private Equity,,2024,150.0,45.108698,0.16300199999999998,54.160799,0.3421,1.2043,0.0036,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Shasta Ventures II,Shasta,Private Equity,Venture Capital,2008,22.5,21.599999999999998,89.60860799999999,1.621448,0.2000,4.2236,4.1485,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Shasta Ventures III,Shasta,Private Equity,Venture Capital,2012,26.5,25.705,34.848606,13.465987,0.0748,1.8796,1.3557,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Shasta Ventures IV,Shasta,Private Equity,Venture Capital,2014,25.0,23.858334,3.237481,8.038910999999999,-0.1036,0.4726,0.1357,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Shasta Ventures V,Shasta,Private Equity,Venture Capital,2017,35.0,31.5,12.13893,64.625674,0.1479,2.437,0.3854,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Siris Partners IV,Siris,Private Equity,,2019,100.0,116.589154,40.587559,112.04717699999999,0.0800,1.3092,0.3481,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Sixth Street Capital Solutions (A),Sixth Street Capital Solutions,Private Equity,,2019,100.0,74.072012,57.800756,51.385611999999995,0.1049,1.4741,0.7803,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Sixth Street Growth Partnrs II,Sixth Street Growth Partnrs,Private Equity,Growth Equity,2022,150.0,65.384002,2.621638,76.034893,0.1050,1.203,0.0401,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Sixth Street Opportunities Partners II,Sixth Street Opportunities,Private Equity,Opportunistic,2012,35.438697999999995,24.251956,46.273748,0.188578,0.1884,1.9158,1.908,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Sixth Street Opportunities Partners III (A),Sixth Street Opportunities,Private Equity,Opportunistic,2014,150.0,80.52242199999999,102.306213,23.978492,0.0886,1.5683,1.2705,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Sixth Street Opportunities Partners IV (A),Sixth Street Opportunities,Private Equity,Opportunistic,2019,150.0,121.569215,72.598361,108.093763,0.1093,1.4863,0.5972,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Sixth Street Opps Partners V,Sixth Street Opps,Private Equity,,2022,150.0,121.289131,17.005554999999998,124.865133,0.0902,1.1697,0.1402,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Sixth Street TAO Partners (B),Sixth Street TAO,Private Equity,,2020,250.0,193.51349199999999,16.983442,246.333589,0.1124,1.3607,0.0878,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Sofinnova Venture Partners IX,Sofinnova,Private Equity,Venture Capital,2014,50.0,50.0,50.558032999999995,22.856693999999997,0.0725,1.4683,1.0112,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Sofinnova Venture Partners VIII,Sofinnova,Private Equity,Venture Capital,2011,30.0,30.0,51.928290999999994,,0.2189,1.7309,1.7309,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Spark Capital Fund VIII,Spark,Private Equity,,2024,10.0,3.15,,3.083484,-0.0392,0.9789,,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Spark Capital Growth Fund V,Spark,Private Equity,Growth Equity,2024,20.0,7.3999999999999995,,7.043152999999999,-0.0782,0.9518,,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Spectrum Equity IX - A,Spectrum Equity,Private Equity,,2020,125.0,121.25,13.216482,125.75564,0.0450,1.1462,0.109,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Spectrum Equity Investors VI,Spectrum Equity,Private Equity,,2010,70.0,64.944368,176.891075,1.7921239999999998,0.2183,2.7513,2.7237,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Spectrum Equity VII,Spectrum Equity,Private Equity,,2014,105.0,110.383799,311.116176,101.048209,0.3722,3.7339,2.8185,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Spectrum Equity VIII-A,Spectrum Equity,Private Equity,,2018,110.0,114.404626,165.92217,97.13973299999999,0.2959,2.2994,1.4503,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Spectrum Equity X-A,Spectrum Equity,Private Equity,,2024,125.0,45.3125,,42.524558999999996,-0.0846,0.9385,,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Spectrum IX-A Discretionary Overage Progam II,Spectrum -A Discretionary Overage Progam,Private Equity,,2021,25.0,24.079998999999997,1.1019999999999999,22.031983,-0.0124,0.9607,0.0458,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Spectrum Select Opps A,Spectrum Select Opps,Private Equity,,2021,35.0,30.197409,,30.006344,-0.0026,0.9937,,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Spectrum VIII-A Discretionary Overage Program,Spectrum -A Discretionary Overage Program,Private Equity,,2019,20.0,19.321645999999998,46.332352,11.24134,0.9126,2.9798,2.398,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Strategic Investors Fund IX-B,Strategic,Private Equity,,2018,75.0,67.35,2.3625,121.594245,0.1363,1.8405,0.0351,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Strategic Investors Fund VIII-B,Strategic,Private Equity,,2016,40.0,34.43682,19.311671999999998,89.12545899999999,0.2051,3.1489,0.5608,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Strategic Investors V-B,Strategic,Private Equity,,2012,43.711765,38.051696,158.54130999999998,54.146043999999996,0.2529,5.5894,4.1665,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Strategic Investors VI-A,Strategic,Private Equity,,2013,45.0,43.572472999999995,85.451518,90.979315,0.1958,4.0491,1.9611,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Strategic Investors VII-A,Strategic,Private Equity,,2015,47.0,44.741597,65.456929,93.192342,0.2042,3.5459,1.463,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Strategic Investors X-B,Strategic,Private Equity,,2020,75.0,68.295,0.074152,89.15641099999999,0.0867,1.3065,0.0011,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Strategic Partners Fund VII,Strategic Partners,Private Equity,,2016,250.0,195.695935,261.30706499999997,78.38734099999999,0.1672,1.7358,1.3353,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Strategic Partners IX,Strategic,Private Equity,,2022,250.0,149.241167,14.837083,186.96587599999998,0.2220,1.3522,0.0994,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Strategic Partners VIII,Strategic,Private Equity,,2019,500.0,420.500338,351.538051,313.684085,0.2162,1.582,0.836,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Summit Partners Credit Fund B-2,Summit Partners,Private Credit,Credit,2014,120.0,122.434294,113.05877799999999,19.213577,0.0255,1.0804,0.9234,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Summit Partners Europe GE III,Summit Partners,Private Equity,Growth Equity,2021,117.38494499999999,106.37271299999999,25.285273999999998,131.55028099999998,0.1549,1.4744,0.2377,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,"Summit Partners Europe Growth Equity Fund II, SCSP",Summit Partners,Private Equity,Growth Equity,2018,58.692473,66.257088,121.946185,94.621741,0.6052,3.2686,1.8405,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,"Summit Partners Europe Growth Equity Fund IV, SCSp",Summit Partners,Private Equity,Growth Equity,2024,146.731181,8.905657,,6.843134999999999,,0.7684,,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
CalSTRS,CA,Summit Partners Europe PE Fund,Summit Partners,Private Equity,Growth Equity,2009,58.692473,57.489625,150.64954,,0.1850,2.6205,2.6205,2025-06-30,https://www.calstrs.com/private-equity-portfolio-performance-table,CalSTRS Private Equity Portfolio Performance,deterministic_pdf,0.95
